"INTERACTIONCLASSID";"PRODUCTID"
208;982311
208;1069845
208;1188879
209;5887
209;5888
209;5889
209;5891
209;14901
209;14902
209;14903
209;14906
209;118737
209;118738
209;126589
209;350562
209;350563
209;351680
209;355976
209;355977
209;356028
209;356029
209;356030
209;356091
209;356175
209;356176
209;356177
209;356322
209;356332
209;356333
209;357935
209;358727
209;359372
209;364863
209;474375
209;474376
209;474377
209;474378
209;475553
209;475557
209;475847
209;475850
209;476744
209;476745
209;476983
209;476984
209;476996
209;476997
209;478846
209;478848
209;478891
209;479793
209;479796
209;480755
209;480756
209;483244
209;485096
209;486322
209;486625
209;486628
209;502243
209;504984
209;512315
209;512317
209;512319
209;512321
209;528199
209;528200
209;530467
209;546448
209;546791
209;547141
209;817763
209;818055
209;821064
209;831765
209;835709
209;835937
209;954161
209;971113
209;971150
209;1056013
209;1065269
209;1065695
209;1067191
209;1067270
209;1171402
209;1189934
210;2595
210;2596
210;8667
210;8670
210;8671
210;8672
210;8674
210;8676
210;9848
210;9849
210;9850
210;9851
210;9852
210;9859
210;11604
210;13735
210;13737
210;13738
210;14391
210;14971
210;16540
210;102359
210;114502
210;115593
210;115594
210;118209
210;119368
210;120444
210;121576
210;122505
210;122506
210;123235
210;123236
210;123237
210;123306
210;127408
210;127409
210;353660
210;353662
210;367315
210;368035
210;368036
210;368514
210;368562
210;370552
210;370553
210;370554
210;473028
210;480167
210;480809
210;480811
210;481510
210;499102
210;499123
210;506751
210;519738
210;520606
210;526639
210;825875
210;950342
210;1064814
210;1065084
214;10280
214;124213
214;124214
214;203268
214;203901
214;350564
214;350565
214;364184
214;368832
214;368833
214;473254
214;473256
214;482945
214;482947
214;496411
214;496640
214;496642
214;496703
214;496705
214;497950
214;498142
214;498143
214;509528
214;509624
214;509625
214;511015
214;512144
214;512299
214;525246
214;525247
214;525248
214;527132
214;528410
214;528411
214;529073
214;529074
214;529453
214;529454
214;544961
214;544963
214;545747
214;545842
214;546344
214;546345
214;822593
214;827263
214;827932
214;835233
214;865874
214;865875
214;872798
214;873371
214;876588
214;880775
214;913217
214;913768
214;948277
214;949471
214;949842
214;955247
214;955311
214;955502
214;975997
214;1049847
214;1056725
214;1072298
214;1072388
214;1081825
214;1082799
214;1158608
215;5838
215;11163
215;102240
215;102244
215;223243
215;357578
215;357582
215;361646
215;367856
215;480664
215;486139
215;498085
215;500535
215;503799
215;508677
215;510607
215;511004
215;524182
215;524406
215;526351
215;530998
215;534357
215;543417
215;873291
215;917886
215;970288
215;1018444
215;1021235
215;1025306
215;1072576
215;1097742
215;1165125
215;1173441
215;1173480
215;1173515
215;1173520
215;1173644
215;1173805
216;2462
216;2467
216;3445
216;3446
216;4071
216;8698
216;11163
216;11315
216;11316
216;14227
216;14228
216;17127
216;17128
216;100432
216;102315
216;102316
216;110137
216;114671
216;114934
216;114935
216;115481
216;115482
216;119526
216;119527
216;122717
216;122868
216;124360
216;124617
216;124618
216;126813
216;219676
216;223243
216;245481
216;265249
216;265871
216;276094
216;276697
216;279498
216;300881
216;353538
216;353625
216;353626
216;353819
216;355003
216;355581
216;355704
216;356073
216;356104
216;356977
216;357043
216;357178
216;357332
216;357504
216;357578
216;357582
216;357645
216;358895
216;359397
216;359441
216;360386
216;360388
216;360401
216;360593
216;360595
216;360651
216;360653
216;361646
216;362168
216;362169
216;362170
216;362171
216;362863
216;363721
216;363722
216;363987
216;363988
216;364565
216;365076
216;365397
216;365563
216;365895
216;367751
216;368021
216;368373
216;368375
216;369575
216;369617
216;370809
216;371565
216;471017
216;476308
216;480664
216;481784
216;481787
216;481790
216;481791
216;482208
216;482325
216;482369
216;484587
216;485087
216;485604
216;486139
216;486241
216;486441
216;486442
216;487750
216;488519
216;497668
216;498085
216;498796
216;498797
216;499826
216;500535
216;501860
216;504819
216;504820
216;508170
216;508279
216;508442
216;508443
216;508677
216;508900
216;508901
216;508907
216;508910
216;508912
216;508984
216;509115
216;509315
216;509423
216;511004
216;511546
216;516075
216;516077
216;516766
216;516960
216;516961
216;518072
216;522535
216;524182
216;524406
216;526351
216;530998
216;531426
216;533116
216;533775
216;533807
216;534094
216;534357
216;534928
216;540150
216;542900
216;542974
216;543417
216;543617
216;543921
216;543924
216;544154
216;544797
216;545164
216;545841
216;546705
216;813905
216;815144
216;817588
216;817691
216;817704
216;819366
216;820092
216;825368
216;825952
216;826802
216;827108
216;833148
216;834903
216;835418
216;835873
216;835913
216;836384
216;836623
216;836667
216;837512
216;838261
216;839668
216;860247
216;860308
216;860323
216;863283
216;863284
216;863674
216;866732
216;867709
216;873291
216;874009
216;874135
216;876869
216;877045
216;877051
216;880762
216;880954
216;881109
216;881114
216;881167
216;881467
216;881502
216;881929
216;883134
216;886556
216;887259
216;887836
216;888300
216;888799
216;890631
216;893408
216;896294
216;905451
216;911858
216;912302
216;915122
216;916429
216;917176
216;917886
216;918136
216;918530
216;918683
216;923726
216;924840
216;931400
216;948129
216;948310
216;948688
216;950383
216;964873
216;970288
216;970638
216;971200
216;971832
216;973526
216;973621
216;974707
216;975506
216;980364
216;982875
216;991683
216;991808
216;992648
216;1009956
216;1018444
216;1021235
216;1022800
216;1025096
216;1025306
216;1046737
216;1057955
216;1058867
216;1059149
216;1059222
216;1067190
216;1067232
216;1072576
216;1084560
216;1088737
216;1094668
216;1094980
216;1097742
216;1097977
216;1098286
216;1158943
216;1163107
216;1164204
216;1165125
216;1170238
216;1171005
216;1173441
216;1173480
216;1173515
216;1173520
216;1173644
216;1173805
216;1187892
216;1189906
217;18056
217;18057
217;18058
217;113172
217;124038
217;200528
217;200869
217;208214
217;216087
217;216508
217;264016
217;354886
217;355419
217;362484
217;363634
217;364147
217;364906
217;366334
217;368478
217;369392
217;371311
217;371312
217;472309
217;475833
217;482388
217;483545
217;485465
217;485933
217;501814
217;511020
217;511131
217;517711
217;522566
217;522567
217;530641
217;531231
217;531232
217;532872
217;533411
217;533412
217;535987
217;544286
217;544699
217;814345
217;816453
217;824679
217;838545
217;842378
217;848830
217;858371
217;892531
217;905785
217;911096
217;918461
217;922112
217;970364
217;1065841
217;1087332
217;1087392
217;1166236
217;1173465
220;112290
220;115843
220;115844
220;115845
220;118693
220;118694
220;118998
220;119247
220;119248
220;119249
220;119403
220;119404
220;119503
220;119504
220;119740
220;120704
220;120854
220;120981
220;120982
220;121024
220;121765
220;121800
220;123212
220;123880
220;124380
220;124381
220;124382
220;350019
220;354786
220;359493
220;359494
220;359496
220;359686
220;361954
220;362474
220;364641
220;365023
220;365517
220;482013
220;497075
220;498854
220;499285
220;499334
220;501885
220;504962
220;504963
220;505221
220;511507
220;518369
220;522857
220;522945
220;524227
220;524228
220;524229
220;526267
220;526726
220;528253
220;528487
220;530406
220;530863
220;531574
220;532700
220;532828
220;534467
220;534559
220;538438
220;538518
220;538905
220;539138
220;539546
220;541709
220;542327
220;542696
220;543377
220;543502
220;544123
220;544830
220;811305
220;819540
220;828781
220;838732
220;857101
220;861601
220;873393
220;875240
220;875755
220;878868
220;885084
220;892377
220;898608
220;901300
220;910166
220;910394
220;910978
220;911412
220;921499
220;924243
220;925997
220;954609
220;959495
220;970788
220;970815
220;971405
220;971985
220;973161
220;982046
220;1018399
220;1018517
220;1029709
220;1073325
220;1081520
220;1091150
220;1093515
220;1095314
220;1096571
220;1120637
220;1120672
220;1158877
220;1166967
222;17157
225;15820
225;17693
225;123285
225;123286
225;124210
225;124211
225;350569
225;350572
225;350573
225;357421
225;357422
225;357537
225;360068
225;364556
225;371022
225;499027
225;526583
225;527548
225;536003
225;536219
225;543821
225;833614
225;838021
225;842929
225;868565
225;976592
225;976687
225;982477
225;983603
228;110381
228;110382
228;110383
228;110384
228;127157
228;127226
228;127227
228;127230
228;243736
228;244051
228;300675
228;300676
228;354948
228;356566
228;356567
228;358312
228;361923
228;361925
228;361926
228;361927
228;363869
228;364675
228;367227
228;368840
228;368841
228;370630
228;371563
228;476053
228;483104
228;483908
228;483909
228;484027
228;485013
228;485014
228;485015
228;485016
228;485197
228;485419
228;485420
228;485421
228;485422
228;485423
228;485424
228;485431
228;485432
228;485433
228;485434
228;485445
228;485446
228;485447
228;485450
228;485472
228;485473
228;485476
228;485501
228;485756
228;485757
228;485758
228;485759
228;485862
228;485863
228;485878
228;485880
228;485881
228;486037
228;486038
228;486607
228;486608
228;487372
228;487917
228;487918
228;487935
228;488247
228;488249
228;496823
228;499532
228;500853
228;500856
228;500860
228;501548
228;501863
228;501864
228;502654
228;502658
228;503979
228;504034
228;505694
228;506316
228;511379
228;511605
228;514772
228;514774
228;514997
228;515175
228;515662
228;515663
228;518078
228;518572
228;518573
228;520414
228;520415
228;525990
228;526202
228;528009
228;528352
228;528353
228;529467
228;529469
228;529801
228;530818
228;530819
228;544600
228;544601
228;544602
228;544603
228;545763
228;546617
228;815122
228;815124
228;816208
228;818820
228;821482
228;821713
228;825429
228;838430
228;839829
228;839930
228;841255
228;841716
228;859355
228;859982
228;861254
228;864622
228;864754
228;868554
228;870595
228;871151
228;871190
228;872444
228;874576
228;874594
228;875292
228;875485
228;875636
228;875657
228;884422
228;884512
228;884642
228;888268
228;893302
228;905707
228;910265
228;911303
228;912294
228;912314
228;912654
228;913496
228;914086
228;914837
228;915495
228;917730
228;918281
228;947455
228;948015
228;948489
228;948740
228;949661
228;951282
228;951962
228;952140
228;953274
228;953847
228;954065
228;954966
228;955726
228;970882
228;976286
228;982450
228;982681
228;982761
228;1029821
228;1030046
228;1030703
228;1031452
228;1065836
228;1071989
228;1071992
228;1073120
228;1083445
228;1084810
228;1085658
228;1092231
228;1092369
228;1092777
228;1106250
228;1165249
228;1166235
228;1169756
228;1170064
228;1172169
228;1185471
245;117901
245;525333
245;907197
245;948134
245;948346
245;948643
245;949288
245;952811
249;300861
249;300862
249;355436
251;8325
256;113000
256;113001
256;114225
256;202267
256;211929
256;224262
256;256588
256;274228
256;364800
256;482232
256;488541
256;508445
256;517990
256;524232
256;524233
256;532800
256;532802
256;533906
256;537011
256;539884
256;539891
256;539892
256;542880
256;544671
256;544683
256;597546
256;816503
256;995942
256;1168950
260;7049
260;116149
260;116150
260;116151
263;357325
272;125211
272;232185
272;234118
272;234756
272;235079
272;235727
272;236036
272;236335
272;236648
272;236966
272;237612
272;254595
272;273832
272;353712
272;353716
272;353717
272;356274
272;356275
272;356276
272;362185
272;364330
272;364506
272;368535
272;369317
272;369748
272;369749
272;369750
272;371172
272;371357
272;371358
272;371359
272;371553
272;371554
272;372097
272;472817
272;475421
272;486108
272;487564
272;487567
272;488110
272;496965
272;500000
272;500101
272;501867
272;503165
272;503296
272;505071
272;505483
272;511007
272;515556
272;515875
272;515958
272;523115
272;525710
272;528236
272;528237
272;528238
272;531646
272;531648
272;531988
272;533646
272;534257
272;535872
272;535873
272;535876
272;538213
272;539371
272;539591
272;539592
272;539760
272;539774
272;539793
272;540970
272;541401
272;541422
272;541680
272;543206
272;543676
272;543679
272;543682
272;543819
272;545260
272;546474
272;815336
272;815538
272;815934
272;816382
272;818406
272;823203
272;823432
272;825773
272;827486
272;832472
272;832548
272;832882
272;833576
272;833582
272;837343
272;837365
272;838513
272;852561
272;854700
272;862223
272;862309
272;863441
272;863620
272;869777
272;871108
272;872788
272;873024
272;873039
272;873174
272;874573
272;875102
272;875516
272;875767
272;876137
272;876469
272;876891
272;878257
272;879026
272;883118
272;883661
272;883789
272;891499
272;907167
272;913240
272;924030
272;924102
272;947447
272;950900
272;951700
272;972497
272;974129
272;978424
272;987875
272;1018455
272;1029735
272;1029915
272;1046716
272;1048059
272;1048091
272;1048158
272;1049801
272;1050373
272;1056458
272;1056577
272;1056606
272;1056772
272;1058049
272;1063147
272;1066551
272;1067342
272;1067480
272;1071758
272;1071761
272;1073104
272;1073207
272;1075252
272;1079103
272;1083797
272;1083868
272;1089060
272;1091154
272;1092717
272;1094808
272;1095096
272;1096383
272;1158515
272;1163672
272;1164105
272;1164226
272;1170522
272;1171632
272;1172191
272;1172249
272;1173229
272;1186613
272;1187261
273;113900
273;362394
273;365339
273;372032
273;500027
273;515695
273;521832
273;811895
273;818443
273;1061173
273;1087637
273;1089140
273;1160758
273;1163941
276;112374
276;119085
276;300601
276;301207
276;356940
276;356941
276;357028
276;357029
276;357245
276;357246
276;358043
276;358044
276;362591
276;363234
276;363235
276;487631
276;487632
277;3743
277;3744
277;113253
277;113254
277;301188
277;301189
277;361385
277;361386
277;361387
277;367364
277;470665
277;471471
277;471554
277;483080
277;483253
277;495953
277;501340
277;505175
277;507257
277;510054
277;510055
277;510080
277;510081
277;510082
277;510083
277;510084
277;511173
277;511174
277;511175
277;511176
277;511178
277;511179
277;511181
277;511182
277;511183
277;511184
277;511187
277;511189
277;511190
277;511191
277;514706
277;514707
277;514738
277;514739
277;516115
277;516116
277;516117
277;516118
277;517435
277;517436
277;517437
277;517438
277;519855
277;520042
277;520043
277;521483
277;523478
277;523479
277;524310
277;529496
277;529627
277;529628
277;529629
277;530453
277;530454
277;530455
277;531743
277;531744
277;532910
277;532911
277;533120
277;533121
277;533122
277;533760
277;535090
277;535418
277;535992
277;536208
277;536227
277;536228
277;536229
277;536246
277;538281
277;538282
277;538446
277;538447
277;538664
277;538753
277;538788
277;538887
277;539255
277;540140
277;540722
277;541710
277;541758
277;542150
277;542205
277;542206
277;543050
277;544161
277;544162
277;544832
277;544851
277;544946
277;544947
277;546685
277;546686
277;546687
277;812712
277;819478
277;821412
277;822146
277;822148
277;822150
277;822152
277;824925
277;828853
277;830070
277;832233
277;838815
277;838906
277;842604
277;859360
277;859361
277;862098
277;865401
277;868317
277;869631
277;870167
277;871073
277;872711
277;872900
277;875180
277;883693
277;884267
277;884997
277;885243
277;886426
277;888244
277;890231
277;890630
277;891798
277;892743
277;906652
277;906703
277;906925
277;907613
277;910681
277;913677
277;915941
277;916415
277;916460
277;917345
277;923745
277;924908
277;924909
277;937410
277;947654
277;948028
277;948115
277;948116
277;948117
277;951198
277;952136
277;955108
277;957269
277;992205
277;993355
277;994119
277;994127
277;1014196
277;1014651
277;1014652
277;1014653
277;1014654
277;1019765
277;1019858
277;1019910
277;1034635
277;1036011
277;1041550
277;1046060
277;1046164
277;1046655
277;1048016
277;1050079
277;1052836
277;1054895
277;1056014
277;1056015
277;1059427
277;1060711
277;1061828
277;1062142
277;1062495
277;1064147
277;1066187
277;1066301
277;1066824
277;1067102
277;1070066
277;1070206
277;1081374
277;1082637
277;1085627
277;1085835
277;1086429
277;1086759
277;1087131
277;1087233
277;1088798
277;1088899
277;1092857
277;1093401
277;1096033
277;1096964
277;1097551
277;1097771
277;1098334
277;1158529
277;1162679
277;1163197
277;1165237
277;1165483
277;1165598
277;1166177
277;1172175
277;1187115
277;1190221
286;14810
286;117939
286;117940
286;117941
286;359270
286;362442
286;362443
286;470782
286;488581
286;1092805
293;3321
293;300096
293;477315
293;546270
293;1085139
295;122852
295;264314
295;368770
295;485977
295;500339
295;539097
295;827464
295;831720
295;835504
295;864450
295;1158306
295;1172454
304;7046
304;1176450
309;117700
309;122843
309;506920
309;506921
309;506922
309;542209
309;547006
309;820432
309;852414
309;852416
309;913093
309;913666
309;1065468
309;1065861
311;11501
311;11502
311;11503
311;122102
311;124851
311;253097
311;273814
311;274121
311;353877
311;353878
311;361998
311;367967
311;483303
311;483304
311;501346
311;504262
311;518445
311;518446
311;533538
311;533539
311;538455
311;543405
311;543406
311;545723
311;813745
311;813812
311;873408
311;874748
311;875189
311;890296
311;911605
311;911613
311;914706
311;915526
311;950382
311;950764
311;950804
311;953086
311;974202
311;974251
311;1067290
311;1067688
311;1090517
311;1177786
311;1183221
312;114845
312;115141
312;245915
312;248721
312;251749
312;364567
312;366258
312;477042
312;487657
312;502361
312;519195
312;520457
312;899914
312;949988
312;1083574
312;1086678
313;4961
313;10473
313;10476
313;13740
313;13741
313;16645
313;18304
313;18312
313;18314
313;18315
313;31306
313;102253
313;102446
313;114672
313;114902
313;116600
313;116689
313;116693
313;118474
313;118966
313;120192
313;216458
313;222709
313;223243
313;228694
313;244000
313;248262
313;300086
313;358970
313;360797
313;361867
313;371571
313;467971
313;481716
313;486139
313;487601
313;487602
313;488135
313;496688
313;498085
313;499127
313;499455
313;500535
313;505357
313;505552
313;506356
313;508677
313;519600
313;524182
313;524406
313;526351
313;530148
313;530998
313;534062
313;536496
313;543417
313;810755
313;838885
313;838894
313;861939
313;863380
313;864914
313;891015
313;917886
313;970288
313;971292
313;1018444
313;1021235
313;1025306
313;1033475
313;1067387
313;1072576
313;1097742
313;1165125
313;1173441
313;1173480
313;1173515
313;1173520
313;1173644
313;1173805
318;300050
318;300051
318;468184
318;468185
318;472754
318;473640
318;473641
318;474546
318;474548
318;476873
318;478485
318;481898
318;482309
318;482982
318;483484
318;484236
318;484307
318;484516
318;484885
318;485110
318;485907
318;486631
318;488251
318;488307
318;488396
318;495962
318;499568
318;499880
318;501256
318;502999
318;503788
318;503789
318;505161
318;505162
318;505551
318;506285
318;506288
318;507983
318;507984
318;508658
318;509020
318;509096
318;509802
318;509804
318;510007
318;510008
318;510009
318;510041
318;510476
318;510871
318;511122
318;511123
318;511447
318;511479
318;511480
318;511481
318;511494
318;511496
318;511512
318;511513
318;511514
318;511528
318;511529
318;511701
318;511702
318;511703
318;511704
318;511705
318;511706
318;511707
318;511708
318;511709
318;511710
318;511712
318;511713
318;511714
318;511715
318;511716
318;511717
318;511732
318;511733
318;511734
318;511735
318;511736
318;511737
318;511745
318;511746
318;511751
318;511752
318;511753
318;511754
318;511755
318;511756
318;511757
318;511780
318;511781
318;511782
318;511783
318;511784
318;511872
318;511902
318;511905
318;511932
318;511945
318;511958
318;511961
318;511964
318;511967
318;511970
318;511973
318;511981
318;512021
318;512022
318;512027
318;512032
318;512033
318;512035
318;512038
318;512041
318;512043
318;512048
318;514765
318;514949
318;515395
318;515905
318;515906
318;517336
318;517337
318;518746
318;519089
318;519112
318;519116
318;519750
318;519804
318;519808
318;520243
318;520324
318;520326
318;520327
318;522066
318;522310
318;522312
318;522554
318;522556
318;524850
318;524852
318;526085
318;526086
318;528006
318;529028
318;529213
318;529216
318;529219
318;529449
318;529450
318;530645
318;530647
318;531055
318;531395
318;531397
318;531920
318;532516
318;533826
318;533890
318;534973
318;534974
318;535507
318;535755
318;535757
318;536214
318;537088
318;537605
318;537606
318;537608
318;538308
318;538635
318;538682
318;540066
318;540069
318;540688
318;540751
318;541511
318;541605
318;541606
318;541734
318;541739
318;542917
318;543173
318;543261
318;816064
318;817975
318;818026
318;822364
318;822768
318;827236
318;827407
318;827994
318;832264
318;843112
318;852349
318;860556
318;862783
318;862944
318;876574
318;876650
318;877265
318;878345
318;879794
318;880065
318;881506
318;881948
318;882159
318;884268
318;884269
318;884270
318;884271
318;884273
318;884274
318;884275
318;884276
318;885328
318;885602
318;885672
318;886277
318;886550
318;886829
318;886844
318;886896
318;886957
318;890784
318;890936
318;891415
318;891943
318;891958
318;892117
318;892179
318;892303
318;895644
318;895849
318;896795
318;901873
318;906201
318;909991
318;910055
318;910107
318;910384
318;910397
318;910734
318;910786
318;910807
318;910845
318;910934
318;911083
318;917007
318;917021
318;917338
318;917526
318;919287
318;921100
318;921290
318;921578
318;921596
318;922407
318;949145
318;949195
318;949384
318;949467
318;949731
318;950240
318;950372
318;953542
318;953732
318;953938
318;954337
318;954347
318;954397
318;954499
318;954524
318;956622
318;957330
318;960413
318;971763
318;971863
318;972376
318;972652
318;972766
318;973438
318;974109
318;981262
318;1029549
318;1029823
318;1056103
318;1057261
318;1058561
318;1061262
318;1067911
318;1068584
318;1071639
318;1072231
318;1073925
318;1074978
318;1080062
318;1080283
318;1080364
318;1080469
318;1081450
318;1081818
318;1081888
318;1082295
318;1083209
318;1083775
318;1083968
318;1084573
318;1084597
318;1085256
318;1087708
318;1087896
318;1089013
318;1089028
318;1089421
318;1091409
318;1092528
318;1092615
318;1092642
318;1092779
318;1093125
318;1093396
318;1159224
318;1159930
318;1162693
318;1163342
318;1163956
318;1164123
318;1170329
318;1170895
319;114584
319;114585
319;115289
319;116550
319;122747
319;358316
319;474698
319;474699
319;474700
319;474701
319;474702
319;474787
319;474788
319;474792
319;474851
319;474937
319;474938
319;474939
319;475631
319;475634
319;475637
319;475716
319;475717
319;475718
319;475764
319;475767
319;475819
319;475823
319;475970
319;475972
319;476014
319;476017
319;476028
319;476031
319;476034
319;476042
319;476045
319;476048
319;476088
319;476089
319;476090
319;476664
319;476665
319;476668
319;476671
319;477722
319;477775
319;478698
319;478699
319;478700
319;480623
319;480624
319;480627
319;480630
319;480741
319;480743
319;480745
319;480746
319;481725
319;498516
319;498517
319;498521
319;498524
319;499781
319;499783
319;499786
319;499789
319;500143
319;500144
319;500145
319;500146
319;500148
319;500151
319;500155
319;501835
319;501840
319;501841
319;504917
319;515220
319;520209
319;520212
319;520215
319;520219
319;531677
319;531681
319;531683
319;531686
319;540640
319;1173250
319;1173398
319;1173616
319;1173943
321;125435
321;125443
321;125445
321;125446
321;241957
321;242279
321;300710
321;354418
321;357536
321;363839
321;363840
321;364091
321;364553
321;365659
321;365975
321;366096
321;366101
321;367306
321;368025
321;369752
321;472467
321;481085
321;483259
321;483263
321;496583
321;496781
321;499192
321;499193
321;499194
321;501801
321;504168
321;505683
321;506178
321;506769
321;506777
321;508246
321;508493
321;508654
321;510503
321;510702
321;511087
321;511089
321;511159
321;515236
321;515237
321;515317
321;515318
321;517008
321;517039
321;517457
321;517984
321;519482
321;520222
321;521822
321;521823
321;522136
321;522707
321;522862
321;523103
321;523651
321;523652
321;524433
321;525130
321;525132
321;525133
321;525436
321;525475
321;526319
321;532183
321;532185
321;532187
321;533153
321;536536
321;536538
321;536540
321;541634
321;541636
321;541638
321;545804
321;545806
321;545808
321;546561
321;546564
321;546748
321;547004
321;811050
321;811492
321;812074
321;813694
321;813907
321;814043
321;814372
321;815942
321;816225
321;816455
321;831683
321;831925
321;832048
321;832307
321;832351
321;832963
321;836467
321;837308
321;852852
321;853119
321;864246
321;864446
321;864461
321;865121
321;865220
321;865738
321;866781
321;866899
321;867035
321;873443
321;876936
321;878098
321;878521
321;880141
321;885580
321;887109
321;888898
321;889590
321;890978
321;891126
321;891419
321;892056
321;912554
321;916979
321;916982
321;917830
321;918330
321;918504
321;918954
321;921058
321;922072
321;923878
321;924052
321;924248
321;950049
321;950345
321;950487
321;955496
321;972333
321;972375
321;972653
321;972801
321;974896
321;975769
321;977403
321;980172
321;980807
321;986329
321;988475
321;991780
321;1016064
321;1025185
321;1028613
321;1028939
321;1032982
321;1036013
321;1036424
321;1036972
321;1037017
321;1043930
321;1045177
321;1046489
321;1051794
321;1053361
321;1064626
321;1064694
321;1064787
321;1066334
321;1066433
321;1066663
321;1067020
321;1067243
321;1068041
321;1068052
321;1068066
321;1068193
321;1070680
321;1070798
321;1070906
321;1071119
321;1071210
321;1072146
321;1072464
321;1081385
321;1081559
321;1081714
321;1082255
321;1082260
321;1082282
321;1082337
321;1082634
321;1082706
321;1091295
321;1091440
321;1092300
321;1092612
321;1098128
321;1137361
321;1150611
321;1160421
321;1161014
321;1163598
321;1163911
321;1165501
321;1170455
321;1170488
321;1187445
321;1188449
321;1188572
323;112372
323;119699
323;353516
323;353519
323;357985
323;357988
323;362336
323;363101
323;363263
323;363264
323;363826
323;363827
323;365986
323;371402
323;371403
323;433752
323;474310
323;476900
323;477933
323;482733
323;483482
323;483483
323;484087
323;485985
323;496360
323;501702
323;501716
323;502050
323;505398
323;505769
323;510948
323;510949
323;510984
323;515141
323;515142
323;515819
323;515968
323;517394
323;523075
323;523400
323;523401
323;525177
323;526862
323;527745
323;527746
323;528111
323;528612
323;529059
323;529060
323;529654
323;530017
323;530594
323;531034
323;533251
323;534457
323;541500
323;545184
323;822857
323;839724
323;841494
323;841942
323;861576
323;861703
323;863551
323;863923
323;871012
323;876732
323;876996
323;878017
323;878061
323;880058
323;880149
323;880665
323;880722
323;880823
323;881151
323;881586
323;881682
323;882671
323;887332
323;888034
323;890637
323;890862
323;891112
323;891226
323;891409
323;895304
323;895376
323;906195
323;906233
323;910475
323;910989
323;911002
323;911203
323;911383
323;912288
323;916539
323;916555
323;917041
323;917815
323;917914
323;918707
323;918718
323;926124
323;933412
323;938457
323;945212
323;947462
323;948953
323;951069
323;951119
323;951858
323;952998
323;953156
323;954443
323;954592
323;955649
323;957042
323;957093
323;957535
323;971279
323;972595
323;976584
323;976664
323;978605
323;979684
323;980269
323;980955
323;982070
323;982479
323;982593
323;983074
323;991508
323;992134
323;1023325
323;1023821
323;1026663
323;1027652
323;1029253
323;1031283
323;1032700
323;1033652
323;1044855
323;1052837
323;1062527
323;1066450
323;1067031
323;1067656
323;1067701
323;1071792
323;1072185
323;1072197
323;1078995
323;1084741
323;1085421
323;1085556
323;1087620
323;1092295
323;1092795
323;1092807
323;1093357
323;1097925
323;1129721
323;1158718
323;1163637
323;1163870
323;1163905
323;1165517
323;1165994
323;1166100
323;1169160
323;1171977
323;1172149
323;1186937
323;1187388
323;1188368
323;1188502
326;122695
326;124553
326;372267
326;372268
326;476116
326;498057
326;498090
326;500324
326;506788
326;511544
326;519441
326;519442
326;519443
326;519444
326;522812
326;522813
326;522814
326;522815
326;522816
326;522817
326;522818
326;523343
326;523346
326;524258
326;524259
326;524260
326;524261
326;524263
326;524580
326;524581
326;524582
326;524583
326;524584
326;524585
326;524588
326;524589
326;524615
326;524616
326;524617
326;524618
326;524619
326;524629
326;524638
326;524639
326;525007
326;525010
326;525011
326;525012
326;525013
326;525014
326;525022
326;525023
326;525024
326;525025
326;525026
326;525027
326;525030
326;525031
326;525032
326;525033
326;525154
326;525158
326;525162
326;525169
326;525170
326;525184
326;525199
326;525202
326;525204
326;525208
326;525217
326;525218
326;525227
326;525232
326;525235
326;525238
326;525252
326;525254
326;525264
326;525267
326;525268
326;525280
326;525286
326;525302
326;525359
326;525362
326;525363
326;525375
326;525490
326;525522
326;525524
326;525526
326;525620
326;526098
326;526946
326;526947
326;526948
326;526949
326;527882
326;527926
326;527927
326;527928
326;528598
326;528601
326;528604
326;529030
326;529031
326;529689
326;535899
326;538197
326;538200
326;538766
326;538812
326;545750
326;547098
326;547101
326;547104
326;818556
326;952329
326;952384
326;952673
326;952709
326;977092
326;1019132
326;1019519
326;1021389
326;1084695
326;1084858
326;1086818
326;1089079
326;1089219
326;1089282
326;1090572
326;1162715
326;1162959
328;5134
328;5838
328;11975
328;110716
328;114223
328;115915
328;120035
328;223243
328;269908
328;354235
328;357578
328;357582
328;361351
328;361646
328;364423
328;480664
328;483591
328;483595
328;483601
328;486139
328;498085
328;500535
328;503799
328;508677
328;510607
328;511004
328;519666
328;524182
328;524406
328;526351
328;527696
328;527697
328;530998
328;534357
328;542895
328;543413
328;543417
328;544017
328;544083
328;546214
328;821281
328;873291
328;917886
328;970288
328;982557
328;1018444
328;1021235
328;1025306
328;1072576
328;1097742
328;1165125
328;1173441
328;1173480
328;1173515
328;1173520
328;1173644
328;1173805
335;113234
335;474721
335;476120
335;476122
335;476247
335;476250
335;476350
335;476410
335;476751
335;477084
335;477087
335;477182
335;477184
335;477185
335;477188
335;477192
335;477196
335;477236
335;477280
335;477542
335;496856
335;518745
335;523963
335;816980
335;882746
335;974169
336;113976
336;115707
336;119300
336;354415
336;354903
336;369582
336;369583
336;369970
336;370288
336;482666
336;482667
336;482719
336;482963
336;483307
336;483308
336;483912
336;483913
336;484252
336;484253
336;484519
336;484520
336;484524
336;484604
336;484605
336;505291
336;508711
336;508712
336;510651
336;510653
336;522099
336;522102
336;524298
336;524301
336;530617
336;534367
336;539425
336;544013
336;544014
336;816134
336;819920
336;820028
336;891150
336;910701
336;910822
336;970497
336;971191
336;982515
336;1067438
336;1171132
337;110402
337;114118
337;125065
337;125066
337;125068
337;125069
337;300911
