"INTERACTIONCLASSID";"PRODUCTID"
1000493;366589
1000493;366668
1000493;366669
1000493;366670
1000493;366678
1000493;366679
1000493;366680
1000493;366681
1000493;366874
1000493;366875
1000493;366876
1000493;367125
1000493;367126
1000493;367127
1000493;367153
1000493;367158
1000493;367159
1000493;367160
1000493;367169
1000493;367170
1000493;367171
1000493;367172
1000493;367217
1000493;367218
1000493;367219
1000493;367288
1000493;367289
1000493;367290
1000493;367293
1000493;367294
1000493;367295
1000493;367490
1000493;367491
1000493;367492
1000493;367493
1000493;367705
1000493;369525
1000493;370308
1000493;370309
1000493;370884
1000493;370887
1000493;370888
1000493;370890
1000493;371367
1000493;371368
1000493;371369
1000493;372118
1000493;475256
1000493;476381
1000493;476385
1000493;476386
1000493;477210
1000493;477635
1000493;477637
1000493;477639
1000493;480632
1000493;487723
1000493;498772
1000493;501060
1000493;502088
1000493;502185
1000493;503810
1000493;504408
1000493;504413
1000493;504424
1000493;505094
1000493;506247
1000493;515407
1000493;515408
1000493;517857
1000493;517858
1000493;517861
1000493;517862
1000493;518660
1000493;521013
1000493;521016
1000493;521019
1000493;521995
1000493;521997
1000493;522000
1000493;522003
1000493;523954
1000493;523957
1000493;523960
1000493;527670
1000493;528150
1000493;528151
1000493;528152
1000493;530603
1000493;531434
1000493;532541
1000493;533734
1000493;533827
1000493;534628
1000493;534630
1000493;535528
1000493;538470
1000493;540694
1000493;540697
1000493;540752
1000493;541174
1000493;541179
1000493;541827
1000493;541828
1000493;541970
1000493;541973
1000493;541976
1000493;541979
1000493;543690
1000493;543691
1000493;543696
1000493;545503
1000493;545886
1000493;825840
1000493;828573
1000493;828911
1000493;829156
1000493;834704
1000493;838440
1000493;843417
1000493;853254
1000493;859536
1000493;861281
1000493;861636
1000493;878934
1000493;883338
1000493;883340
1000493;884272
1000493;884410
1000493;885896
1000493;886194
1000493;886449
1000493;886544
1000493;891381
1000493;891382
1000493;895866
1000493;925602
1000493;925815
1000493;947875
1000493;949199
1000493;954631
1000493;955673
1000493;955743
1000493;970533
1000493;970669
1000493;970722
1000493;971178
1000493;972849
1000493;978922
1000493;981741
1000493;1057851
1000493;1059631
1000493;1060365
1000493;1084650
1000493;1084842
1000493;1084865
1000493;1085116
1000493;1085687
1000493;1085718
1000493;1085745
1000493;1085765
1000493;1085772
1000493;1085774
1000493;1085778
1000493;1085853
1000493;1085879
1000493;1085940
1000493;1085944
1000493;1086072
1000493;1086078
1000493;1086080
1000493;1086090
1000493;1086171
1000493;1086177
1000493;1086183
1000493;1086366
1000493;1086388
1000493;1086397
1000493;1086428
1000493;1086446
1000493;1086579
1000493;1086602
1000493;1086629
1000493;1086671
1000493;1086675
1000493;1094902
1000493;1095327
1000493;1096431
1000493;1162527
1000493;1162528
1000493;1162529
1000493;1162530
1000493;1170900
1000493;1171113
1000493;1174463
1000493;1175880
1000493;1180559
1000493;1185033
1000493;1185051
1000493;1185061
1000493;1185192
1000493;1185236
1000493;1185461
1000493;1185566
1000493;1185834
1000493;1185842
1000493;1187814
1000493;1188508
1000493;1188622
1000493;1188825
1000493;1188895
1000496;7962
1000496;7963
1000496;7964
1000496;31564
1000496;112800
1000496;112801
1000496;112802
1000496;116902
1000496;116903
1000496;116904
1000496;116905
1000496;116958
1000496;116971
1000496;117286
1000496;117288
1000496;117289
1000496;117300
1000496;117719
1000496;118188
1000496;118696
1000496;118697
1000496;119057
1000496;119058
1000496;119367
1000496;119666
1000496;120596
1000496;120597
1000496;120598
1000496;120781
1000496;120782
1000496;120783
1000496;120930
1000496;122014
1000496;122835
1000496;122836
1000496;123082
1000496;123739
1000496;124596
1000496;126634
1000496;126635
1000496;126636
1000496;126637
1000496;350771
1000496;352889
1000496;354452
1000496;354453
1000496;354455
1000496;354688
1000496;354689
1000496;354692
1000496;358244
1000496;358245
1000496;358246
1000496;358386
1000496;359986
1000496;359987
1000496;359988
1000496;364872
1000496;364873
1000496;364874
1000496;367643
1000496;367644
1000496;368385
1000496;368696
1000496;474347
1000496;474752
1000496;474755
1000496;474758
1000496;474761
1000496;479774
1000496;480504
1000496;480505
1000496;480506
1000496;480507
1000496;480508
1000496;480509
1000496;480807
1000496;480808
1000496;483316
1000496;483317
1000496;483371
1000496;483374
1000496;486378
1000496;486605
1000496;497916
1000496;499009
1000496;499013
1000496;499262
1000496;501614
1000496;501617
1000496;501620
1000496;502346
1000496;502348
1000496;502351
1000496;505526
1000496;506743
1000496;509333
1000496;510034
1000496;517356
1000496;517358
1000496;518243
1000496;525239
1000496;528032
1000496;528039
1000496;528040
1000496;528041
1000496;528043
1000496;528046
1000496;528050
1000496;528053
1000496;538307
1000496;819134
1000496;825038
1000496;866349
1000496;878600
1000496;879552
1000496;879620
1000496;880083
1000496;880644
1000496;880794
1000496;884620
1000496;884948
1000496;886971
1000496;896291
1000496;900918
1000496;910050
1000496;948325
1000496;949890
1000496;950263
1000496;972105
1000496;972386
1000496;980241
1000496;995768
1000496;1026908
1000496;1038927
1000496;1073164
1000506;119015
1000506;119016
1000506;362000
1000506;500002
1000506;522617
1000506;885292
1000506;907006
1000506;910559
1000506;972597
1000506;975610
1000506;1041975
1000506;1162855
1000514;516228
1000517;121867
1000517;121868
1000517;357782
1000517;478604
1000517;518443
1000517;536319
1000517;538154
1000517;538155
1000517;539900
1000517;539904
1000517;539907
1000517;539909
1000517;540477
1000517;540480
1000517;540483
1000517;540486
1000517;541831
1000517;541832
1000517;541833
1000517;541834
1000517;542329
1000517;542330
1000517;542331
1000517;542332
1000517;542333
1000517;542335
1000517;542338
1000517;542339
1000517;542340
1000517;542341
1000517;542343
1000517;542344
1000517;542345
1000517;542346
1000517;542374
1000517;542395
1000517;542398
1000517;542401
1000517;542404
1000517;542419
1000517;542422
1000517;542425
1000517;542452
1000517;542457
1000517;542465
1000517;542468
1000517;542471
1000517;542474
1000517;542494
1000517;542497
1000517;542500
1000517;542503
1000517;542641
1000517;542644
1000517;542647
1000517;542650
1000517;545270
1000517;546785
1000517;546786
1000517;546787
1000517;546788
1000517;829144
1000517;832404
1000517;837951
1000517;838283
1000517;839068
1000517;844077
1000517;844429
1000517;845343
1000517;847093
1000517;850341
1000517;865414
1000517;865517
1000517;865752
1000517;865889
1000517;865903
1000517;865934
1000517;866193
1000517;871555
1000517;877068
1000517;877069
1000517;877070
1000517;877071
1000517;880498
1000517;882019
1000517;884466
1000517;884473
1000517;884886
1000517;885281
1000517;885420
1000517;885604
1000517;885789
1000517;913082
1000517;913586
1000517;917808
1000517;917809
1000517;917810
1000517;917811
1000517;917812
1000517;918022
1000517;918025
1000517;918121
1000517;918499
1000517;925591
1000517;925857
1000517;926063
1000517;926126
1000517;947440
1000517;947507
1000517;947545
1000517;947780
1000517;958512
1000517;962001
1000517;963345
1000517;970279
1000517;970455
1000517;970614
1000517;973074
1000517;977924
1000517;979592
1000517;980497
1000517;983219
1000517;996312
1000517;999760
1000517;999783
1000517;1002630
1000517;1004546
1000517;1029789
1000517;1034920
1000517;1037179
1000517;1050209
1000517;1051038
1000517;1053162
1000517;1053239
1000517;1053416
1000517;1054796
1000517;1059820
1000517;1062067
1000517;1063215
1000517;1063432
1000517;1063951
1000517;1073032
1000517;1073068
1000517;1073083
1000517;1073123
1000517;1073376
1000517;1073845
1000517;1073918
1000517;1074076
1000517;1075896
1000517;1089124
1000517;1089321
1000517;1089364
1000517;1089469
1000517;1090871
1000517;1092111
1000517;1092248
1000517;1092264
1000517;1092285
1000517;1092387
1000517;1092410
1000517;1092458
1000517;1092462
1000517;1092527
1000517;1158946
1000517;1164179
1000517;1164313
1000517;1164348
1000517;1165709
1000517;1165895
1000517;1166067
1000517;1172173
1000517;1172817
1000517;1186563
1000517;1187102
1000517;1187342
1000517;1188580
1000517;1188766
1000517;1188862
1000518;126656
1000518;126657
1000518;126658
1000518;126659
1000518;355724
1000518;357654
1000518;362867
1000518;363577
1000518;364870
1000518;364871
1000518;518237
1000518;518238
1000518;518239
1000518;518240
1000518;519819
1000518;519820
1000518;519821
1000518;519822
1000518;519823
1000518;519824
1000518;519825
1000518;519826
1000518;519827
1000518;519828
1000518;519829
1000518;519830
1000518;520262
1000518;520263
1000518;520264
1000518;520265
1000518;520266
1000518;520267
1000518;520268
1000518;520274
1000518;520275
1000518;520276
1000518;520277
1000518;520285
1000518;520286
1000518;520287
1000518;520288
1000518;520289
1000518;520290
1000518;520292
1000518;520293
1000518;520294
1000518;520295
1000518;520417
1000518;520420
1000518;520424
1000518;520506
1000518;520510
1000518;520513
1000518;520516
1000518;520542
1000518;520545
1000518;520548
1000518;520666
1000518;542905
1000518;542908
1000518;542911
1000518;542912
1000518;547076
1000518;547079
1000518;547082
1000518;547085
1000518;819208
1000518;819331
1000518;819766
1000518;819886
1000518;1056612
1000518;1062713
1000518;1097654
1000518;1097787
1000518;1097927
1000518;1166541
1000522;11554
1000522;11556
1000522;13487
1000522;14824
1000522;14827
1000522;116480
1000522;117424
1000522;117901
1000522;118258
1000522;118259
1000522;118260
1000522;121191
1000522;121192
1000522;121193
1000522;122246
1000522;122247
1000522;122248
1000522;122249
1000522;122250
1000522;122709
1000522;122710
1000522;122822
1000522;122823
1000522;122831
1000522;123204
1000522;123593
1000522;124081
1000522;124482
1000522;127177
1000522;280538
1000522;300059
1000522;350601
1000522;350608
1000522;350767
1000522;353594
1000522;354209
1000522;355184
1000522;355569
1000522;355570
1000522;355572
1000522;355573
1000522;356561
1000522;356988
1000522;357876
1000522;357958
1000522;357959
1000522;357960
1000522;358074
1000522;362099
1000522;362100
1000522;362182
1000522;362183
1000522;362419
1000522;362441
1000522;362688
1000522;363842
1000522;363843
1000522;363845
1000522;364261
1000522;364510
1000522;364512
1000522;364534
1000522;364536
1000522;364538
1000522;364539
1000522;364856
1000522;364857
1000522;365365
1000522;365367
1000522;365407
1000522;365636
1000522;366609
1000522;367040
1000522;367982
1000522;369242
1000522;369243
1000522;369244
1000522;369522
1000522;369523
1000522;370483
1000522;370958
1000522;472377
1000522;472378
1000522;472658
1000522;473069
1000522;473116
1000522;473947
1000522;474637
1000522;475260
1000522;475561
1000522;475855
1000522;476022
1000522;476545
1000522;476546
1000522;476547
1000522;476585
1000522;476922
1000522;476923
1000522;476924
1000522;477464
1000522;477466
1000522;477467
1000522;477468
1000522;477490
1000522;478944
1000522;478945
1000522;478946
1000522;479778
1000522;480789
1000522;480790
1000522;480792
1000522;480793
1000522;481013
1000522;481014
1000522;481015
1000522;482639
1000522;482641
1000522;482642
1000522;482643
1000522;482766
1000522;482891
1000522;483132
1000522;485126
1000522;485127
1000522;485129
1000522;485571
1000522;486044
1000522;486236
1000522;487297
1000522;487572
1000522;487574
1000522;487628
1000522;487629
1000522;487630
1000522;487729
1000522;487732
1000522;487735
1000522;487738
1000522;488254
1000522;488487
1000522;495852
1000522;495853
1000522;495855
1000522;496309
1000522;496368
1000522;496371
1000522;496401
1000522;496444
1000522;496445
1000522;496446
1000522;496547
1000522;496562
1000522;497258
1000522;498559
1000522;499281
1000522;499283
1000522;499562
1000522;499773
1000522;499774
1000522;500385
1000522;500387
1000522;500956
1000522;501242
1000522;503752
1000522;503793
1000522;504050
1000522;504052
1000522;504087
1000522;504139
1000522;504140
1000522;504142
1000522;504475
1000522;504476
1000522;505181
1000522;505494
1000522;505495
1000522;505496
1000522;505542
1000522;506703
1000522;506865
1000522;506938
1000522;508003
1000522;508878
1000522;509507
1000522;509508
1000522;509516
1000522;509730
1000522;509731
1000522;509732
1000522;510673
1000522;510690
1000522;511147
1000522;511220
1000522;511222
1000522;511223
1000522;511224
1000522;511225
1000522;511389
1000522;511515
1000522;511516
1000522;511517
1000522;511518
1000522;511519
1000522;511520
1000522;511584
1000522;511586
1000522;511650
1000522;511651
1000522;511680
1000522;511681
1000522;511682
1000522;511720
1000522;511721
1000522;511722
1000522;511723
1000522;511725
1000522;511726
1000522;511727
1000522;511728
1000522;511730
1000522;511785
1000522;511786
1000522;511787
1000522;511788
1000522;511789
1000522;511790
1000522;511843
1000522;511855
1000522;512115
1000522;512201
1000522;512202
1000522;512310
1000522;512311
1000522;512312
1000522;514714
1000522;514934
1000522;515059
1000522;515404
1000522;515613
1000522;515614
1000522;515615
1000522;515936
1000522;515989
1000522;516157
1000522;516159
1000522;516163
1000522;516180
1000522;516181
1000522;516182
1000522;516183
1000522;516184
1000522;516185
1000522;516523
1000522;516524
1000522;516686
1000522;516699
1000522;517277
1000522;517278
1000522;517279
1000522;517304
1000522;517306
1000522;517533
1000522;517534
1000522;517569
1000522;517703
1000522;518017
1000522;518505
1000522;518506
1000522;518993
1000522;518996
1000522;519142
1000522;519167
1000522;519309
1000522;519311
1000522;519313
1000522;519315
1000522;519882
1000522;520279
1000522;520280
1000522;520281
1000522;520282
1000522;520283
1000522;520449
1000522;520450
1000522;520561
1000522;520786
1000522;521032
1000522;521217
1000522;521218
1000522;522011
1000522;522841
1000522;522842
1000522;523364
1000522;523365
1000522;524820
1000522;524822
1000522;525333
1000522;525739
1000522;525740
1000522;525744
1000522;525814
1000522;525817
1000522;526077
1000522;526079
1000522;526081
1000522;526125
1000522;526365
1000522;526367
1000522;526369
1000522;526403
1000522;526617
1000522;526650
1000522;526653
1000522;527101
1000522;527102
1000522;527306
1000522;527307
1000522;527531
1000522;527532
1000522;527820
1000522;528291
1000522;528292
1000522;528293
1000522;528433
1000522;528713
1000522;528714
1000522;528750
1000522;528753
1000522;528783
1000522;528795
1000522;530019
1000522;530277
1000522;530278
1000522;530279
1000522;530281
1000522;530546
1000522;530547
1000522;530548
1000522;530670
1000522;530671
1000522;530672
1000522;530767
1000522;530768
1000522;530769
1000522;530770
1000522;530779
1000522;530780
1000522;530781
1000522;530782
1000522;530786
1000522;530787
1000522;530788
1000522;530789
1000522;530794
1000522;530795
1000522;530796
1000522;530797
1000522;530798
1000522;530800
1000522;530801
1000522;530802
1000522;530803
1000522;530808
1000522;530809
1000522;530810
1000522;530812
1000522;530825
1000522;530827
1000522;530828
1000522;530833
1000522;530835
1000522;530836
1000522;530837
1000522;530839
1000522;530841
1000522;530909
1000522;530910
1000522;530912
1000522;530914
1000522;530938
1000522;531115
1000522;531116
1000522;531117
1000522;531118
1000522;531123
1000522;531124
1000522;531125
1000522;531126
1000522;531127
1000522;531259
1000522;531260
1000522;531262
1000522;531264
1000522;531374
1000522;531378
1000522;531392
1000522;531393
1000522;531394
1000522;531429
1000522;531430
1000522;531673
1000522;532177
1000522;532178
1000522;532212
1000522;532553
1000522;532555
1000522;532562
1000522;532564
1000522;532675
1000522;532676
1000522;533142
1000522;533145
1000522;533148
1000522;533587
1000522;533590
1000522;533591
1000522;533592
1000522;533849
1000522;533852
1000522;534112
1000522;534113
1000522;534114
1000522;534115
1000522;534116
1000522;534117
1000522;534195
1000522;534492
1000522;534493
1000522;534495
1000522;534497
1000522;534537
1000522;534538
1000522;534539
1000522;534666
1000522;534668
1000522;534702
1000522;534704
1000522;534706
1000522;534715
1000522;534717
1000522;534718
1000522;534747
1000522;534750
1000522;534753
1000522;534773
1000522;534775
1000522;534777
1000522;534916
1000522;534917
1000522;534918
1000522;534930
1000522;535093
1000522;537085
1000522;537554
1000522;537555
1000522;537558
1000522;537564
1000522;537567
1000522;538475
1000522;538709
1000522;538899
1000522;539413
1000522;539414
1000522;539532
1000522;539804
1000522;540083
1000522;540142
1000522;540457
1000522;540459
1000522;540470
1000522;540721
1000522;540862
1000522;540994
1000522;540996
1000522;540998
1000522;540999
1000522;541276
1000522;541561
1000522;541603
1000522;541717
1000522;542091
1000522;542092
1000522;542130
1000522;542158
1000522;542220
1000522;542443
1000522;542445
1000522;542447
1000522;542449
1000522;542451
1000522;542566
1000522;543099
1000522;543100
1000522;543101
1000522;543102
1000522;543301
1000522;543626
1000522;543627
1000522;543635
1000522;543931
1000522;543943
1000522;543944
1000522;544182
1000522;544183
1000522;544184
1000522;544299
1000522;544300
1000522;544654
1000522;544888
1000522;545882
1000522;545884
1000522;545885
1000522;546536
1000522;546739
1000522;546740
1000522;547093
1000522;547095
1000522;547096
1000522;547097
1000522;547112
1000522;547114
1000522;547116
1000522;547117
1000522;811107
1000522;811155
1000522;813187
1000522;814526
1000522;816302
1000522;817601
1000522;817800
1000522;818077
1000522;818142
1000522;819301
1000522;819342
1000522;819426
1000522;819490
1000522;819717
1000522;819734
1000522;819879
1000522;820393
1000522;820394
1000522;821773
1000522;823461
1000522;823599
1000522;823642
1000522;823962
1000522;824989
1000522;825650
1000522;826160
1000522;826424
1000522;826482
1000522;826544
1000522;826803
1000522;826986
1000522;827072
1000522;827243
1000522;829718
1000522;830927
1000522;831559
1000522;831582
1000522;831635
1000522;831684
1000522;831827
1000522;832002
1000522;832055
1000522;832382
1000522;832383
1000522;832384
1000522;832385
1000522;832386
1000522;832387
1000522;832388
1000522;832501
1000522;832507
1000522;832520
1000522;832584
1000522;832713
1000522;832810
1000522;832886
1000522;833184
1000522;833436
1000522;833437
1000522;833438
1000522;833439
1000522;833440
1000522;833441
1000522;833442
1000522;834674
1000522;835003
1000522;835153
1000522;835679
1000522;835786
1000522;836022
1000522;836490
1000522;836750
1000522;837732
1000522;838146
1000522;838175
1000522;838550
1000522;840092
1000522;840940
1000522;842611
1000522;842612
1000522;842613
1000522;842614
1000522;842615
1000522;842616
1000522;842617
1000522;842716
1000522;842869
1000522;842942
1000522;842964
1000522;843030
1000522;843068
1000522;852797
1000522;852871
1000522;852927
1000522;852982
1000522;853010
1000522;853025
1000522;853047
1000522;853109
1000522;853175
1000522;853190
1000522;853206
1000522;853356
1000522;853387
1000522;853626
1000522;853986
1000522;854274
1000522;854616
1000522;859604
1000522;861144
1000522;861148
1000522;861193
1000522;861197
1000522;861294
1000522;861296
1000522;861367
1000522;861424
1000522;861460
1000522;861629
1000522;862222
1000522;862298
1000522;862314
1000522;862332
1000522;862471
1000522;862544
1000522;862628
1000522;864495
1000522;864596
1000522;864793
1000522;865008
1000522;865578
1000522;866165
1000522;868461
1000522;871057
1000522;871389
1000522;871484
1000522;871554
1000522;871654
1000522;871739
1000522;872037
1000522;872052
1000522;872060
1000522;872075
1000522;872131
1000522;872260
1000522;872646
1000522;872741
1000522;872744
1000522;872774
1000522;872779
1000522;872842
1000522;872919
1000522;872930
1000522;872995
1000522;873032
1000522;873100
1000522;873162
1000522;873211
1000522;873216
1000522;873279
1000522;873883
1000522;875264
1000522;875322
1000522;875413
1000522;875492
1000522;875570
1000522;875670
1000522;875677
1000522;878803
1000522;878993
1000522;879520
1000522;879792
1000522;879883
1000522;880497
1000522;880885
1000522;880993
1000522;881377
1000522;882702
1000522;885468
1000522;885800
1000522;885934
1000522;885991
1000522;886010
1000522;886351
1000522;886383
1000522;887213
1000522;888211
1000522;889385
1000522;889705
1000522;889862
1000522;890121
1000522;890393
1000522;890985
1000522;891448
1000522;891689
1000522;892465
1000522;893134
1000522;896290
1000522;904859
1000522;906986
1000522;907130
1000522;907197
1000522;907567
1000522;915783
1000522;917857
1000522;919176
1000522;919338
1000522;919674
1000522;919751
1000522;919838
1000522;920034
1000522;920277
1000522;920637
1000522;920649
1000522;921006
1000522;921036
1000522;921286
1000522;921404
1000522;921529
1000522;921890
1000522;932631
1000522;936360
1000522;947892
1000522;948134
1000522;948346
1000522;948484
1000522;948643
1000522;949040
1000522;949041
1000522;949042
1000522;949161
1000522;949287
1000522;949288
1000522;949583
1000522;949651
1000522;950140
1000522;951139
1000522;951780
1000522;952811
1000522;954311
1000522;954323
1000522;954413
1000522;954446
1000522;954516
1000522;954718
1000522;954780
1000522;955537
1000522;956376
1000522;956712
1000522;956740
1000522;956741
1000522;956797
1000522;956908
1000522;957180
1000522;970531
1000522;971220
1000522;972209
1000522;973482
1000522;973567
1000522;973791
1000522;973928
1000522;974475
1000522;974575
1000522;975126
1000522;975590
1000522;975869
1000522;976364
1000522;980074
1000522;980724
1000522;982364
1000522;982638
1000522;983122
1000522;984360
1000522;986353
1000522;990710
1000522;992155
1000522;992447
1000522;1001244
1000522;1007174
1000522;1022151
1000522;1023240
1000522;1029388
1000522;1029716
1000522;1030130
1000522;1050411
1000522;1059658
1000522;1062844
1000522;1063814
1000522;1064361
1000522;1066634
1000522;1066715
1000522;1066921
1000522;1071762
1000522;1072499
1000522;1073052
1000522;1073529
1000522;1081647
1000522;1081686
1000522;1081689
1000522;1084777
1000522;1084931
1000522;1085488
1000522;1092859
1000522;1093510
1000522;1093734
1000522;1093992
1000522;1094197
1000522;1096079
1000522;1096472
1000522;1111476
1000522;1158682
1000522;1159390
1000522;1159399
1000522;1160279
1000522;1161153
1000522;1166084
1000522;1166312
1000522;1166578
1000522;1166661
1000522;1166923
1000522;1167757
1000522;1168956
1000522;1169169
1000522;1169557
1000522;1169841
1000522;1169947
1000522;1170068
1000522;1171289
1000522;1171291
1000522;1171298
1000522;1171303
1000524;10280
1000524;124213
1000524;124214
1000524;203268
1000524;203901
1000524;350564
1000524;350565
1000524;364184
1000524;368832
1000524;368833
1000524;473254
1000524;473256
1000524;482945
1000524;482947
1000524;496411
1000524;496640
1000524;496642
1000524;496703
1000524;496705
1000524;497950
1000524;498142
1000524;498143
1000524;509528
1000524;509624
1000524;509625
1000524;511015
1000524;512144
1000524;512299
1000524;521127
1000524;521128
1000524;525246
1000524;525247
1000524;525248
1000524;528410
1000524;528411
1000524;529073
1000524;529074
1000524;529453
1000524;529454
1000524;544885
1000524;544886
1000524;544961
1000524;544963
1000524;545747
1000524;545842
1000524;546344
1000524;546345
1000524;822593
1000524;827263
1000524;827932
1000524;835233
1000524;865874
1000524;865875
1000524;872798
1000524;873371
1000524;876588
1000524;880775
1000524;913217
1000524;913768
1000524;948277
1000524;949471
1000524;949842
1000524;955247
1000524;955311
1000524;955502
1000524;975997
1000524;1049847
1000524;1056725
1000524;1072298
1000524;1072388
1000524;1081825
1000524;1082799
1000524;1158608
1000526;122246
1000526;122247
1000526;122248
1000526;122249
1000526;122250
1000526;357958
1000526;357959
1000526;357960
1000526;362099
1000526;362100
1000526;362688
1000526;363842
1000526;363843
1000526;363845
1000526;364534
1000526;364536
1000526;364538
1000526;364539
1000526;364856
1000526;364857
1000526;365365
1000526;365367
1000526;485126
1000526;485127
1000526;485129
1000526;499281
1000526;499283
1000526;500385
1000526;500387
1000526;503752
1000526;503793
1000526;504139
1000526;504140
1000526;504142
1000526;509730
1000526;509731
1000526;509732
1000526;511220
1000526;511222
1000526;511223
1000526;511224
1000526;511225
1000526;511515
1000526;511516
1000526;511517
1000526;511518
1000526;511519
1000526;511520
1000526;511584
1000526;511586
1000526;511650
1000526;511651
1000526;511680
1000526;511681
1000526;511682
1000526;511720
1000526;511721
1000526;511722
1000526;511723
1000526;511725
1000526;511726
1000526;511727
1000526;511728
1000526;511730
1000526;511785
1000526;511786
1000526;511787
1000526;511788
1000526;511789
1000526;511790
1000526;512310
1000526;512311
1000526;512312
1000526;515404
1000526;515613
1000526;515614
1000526;515615
1000526;515989
1000526;516180
1000526;516181
1000526;516182
1000526;516183
1000526;516184
1000526;516185
1000526;516686
1000526;516699
1000526;517277
1000526;517278
1000526;517279
1000526;518505
1000526;518506
1000526;519142
1000526;519167
1000526;519309
1000526;519311
1000526;519313
1000526;519315
1000526;519882
1000526;521032
1000526;521217
1000526;521218
1000526;525817
1000526;527306
1000526;527307
1000526;528291
1000526;528292
1000526;528293
1000526;530670
1000526;530671
1000526;530672
1000526;531673
1000526;532177
1000526;532178
1000526;534537
1000526;534538
1000526;534539
1000526;534666
1000526;534668
1000526;534702
1000526;534704
1000526;534706
1000526;534715
1000526;534717
1000526;534718
1000526;534747
1000526;534750
1000526;534753
1000526;534773
1000526;534775
1000526;534777
1000526;534916
1000526;534917
1000526;534918
1000526;534930
1000526;537085
1000526;539413
1000526;539414
1000526;539532
1000526;540470
1000526;542443
1000526;542445
1000526;542447
1000526;542449
1000526;542451
1000526;543099
1000526;543100
1000526;543101
1000526;543102
1000526;543943
1000526;543944
1000526;545882
1000526;545884
1000526;545885
1000526;546536
1000526;546739
1000526;546740
1000526;547093
1000526;547095
1000526;547096
1000526;547097
1000526;820394
1000526;831559
1000526;842716
1000526;842869
1000526;842942
1000526;906986
1000526;907130
1000526;907567
1000526;947892
1000526;949161
1000526;949583
1000526;949651
1000526;975590
1000526;975869
1000526;984360
1000526;1062844
1000526;1063814
1000526;1064361
1000526;1084777
1000526;1085488
1000538;365762
1000538;365763
1000538;475758
1000538;476200
1000538;476919
1000538;477065
1000538;482278
1000538;483237
1000538;485497
1000538;508171
1000538;508231
1000538;509267
1000538;510972
1000538;511440
1000538;511551
1000538;513979
1000538;515148
1000538;517017
1000538;517732
1000538;519889
1000538;522071
1000538;524067
1000538;530634
1000538;530996
1000538;531729
1000538;532715
1000538;533845
1000538;535533
1000538;535694
1000538;536201
1000538;536202
1000538;537544
1000538;538445
1000538;539401
1000538;540119
1000538;541402
1000538;819694
1000538;836960
1000538;852600
1000538;870606
1000538;900591
1000538;920759
1000538;928577
1000538;956082
1000538;970457
1000538;1056248
1000538;1065287
1000538;1065742
1000538;1066167
1000538;1066198
1000538;1066213
1000538;1066215
1000538;1066221
1000538;1066230
1000538;1066239
1000538;1066258
1000538;1066277
1000538;1066282
1000538;1066286
1000538;1066294
1000538;1066297
1000538;1066338
1000538;1066344
1000538;1066347
1000538;1066416
1000538;1066436
1000538;1066442
1000538;1066448
1000538;1066481
1000538;1066482
1000538;1066506
1000538;1066509
1000538;1066513
1000538;1066516
1000538;1066559
1000538;1066587
1000538;1066644
1000538;1066683
1000538;1066742
1000538;1066751
1000538;1066755
1000538;1066762
1000538;1066770
1000538;1066867
1000538;1067120
1000538;1067636
1000538;1067654
1000538;1067851
1000538;1067852
1000538;1067853
1000538;1073143
1000538;1079866
1000538;1080152
1000538;1080639
1000538;1082306
1000538;1084661
1000538;1086794
1000538;1087007
1000538;1087283
1000538;1092444
1000538;1092862
1000538;1093132
1000538;1094047
1000538;1095901
1000538;1097570
1000538;1159831
1000538;1160740
1000538;1162894
1000538;1163227
1000538;1164378
1000541;3544
1000541;3545
1000541;110313
1000541;127334
1000541;212551
1000541;246544
1000541;359661
1000541;362810
1000541;487584
1000541;546540
1000541;1164135
1000545;124264
1000545;124265
1000545;356383
1000545;362020
1000545;364620
1000545;369620
1000545;477259
1000545;482364
1000545;482367
1000545;482389
1000545;485124
1000545;497286
1000545;504041
1000545;510662
1000545;515321
1000545;515410
1000545;515858
1000545;515862
1000545;515891
1000545;517368
1000545;517776
1000545;518529
1000545;519145
1000545;519813
1000545;521826
1000545;521829
1000545;522638
1000545;522641
1000545;522643
1000545;524719
1000545;530987
1000545;531329
1000545;533817
1000545;535421
1000545;812837
1000545;813418
1000545;813420
1000545;813422
1000545;813424
1000545;813430
1000545;813432
1000545;813434
1000545;813436
1000545;813438
1000545;813440
1000545;813452
1000545;813472
1000545;813508
1000545;813523
1000545;813540
1000545;813557
1000545;813603
1000545;813613
1000545;813618
1000545;813623
1000545;813625
1000545;813644
1000545;813657
1000545;813671
1000545;813706
1000545;813728
1000545;813780
1000545;813785
1000545;813786
1000545;813806
1000545;813837
1000545;813881
1000545;813923
1000545;814033
1000545;814094
1000545;814260
1000545;816010
1000545;833312
1000545;882280
1000545;886820
1000545;886878
1000545;887116
1000545;890678
1000545;890984
1000545;891042
1000545;917006
1000545;925600
1000545;926019
1000545;956397
1000545;957056
1000545;957619
1000545;981414
1000545;1098039
1000554;124330
1000554;126758
1000554;358394
1000554;504301
1000554;508480
1000554;511138
1000554;511311
1000554;511419
1000554;518426
1000554;522633
1000554;529252
1000554;542840
1000554;542841
1000554;542842
1000554;544598
1000554;544599
1000554;544864
1000554;544869
1000554;544872
1000554;544924
1000554;544925
1000554;545127
1000554;545130
1000554;810856
1000554;812205
1000554;812225
1000554;818951
1000554;819385
