"ID";"COMPANYID";"ZIP";"CITY";"STREET";"STREETNUMBER"
46539;16599;"51674";"Wiehl";"In Den Wiesen";"3"
46540;16600;"85386";"Eching";"Korbinianstr.";"2"
46542;16602;"92339";"Beilngries-Aschbuch";"Altenzeller Weg";"16"
46543;16603;"83071";"Stephanskirchen";"Baumerstraße";"62"
46548;16608;"80995";"München";"Joseph-Seifried-Str.";"8"
46549;16609;"79112";"Freiburg";"Im Moos";"13"
46550;16610;"26125";"Oldenburg";"Ehnkenweg";"9"
46551;16611;"87487";"Wiggensbach";"Nesso";"8"
46552;16612;"49143";"Bissendorf";"Gewerbepark";"19"
46553;16613;"52070";"Aachen";"Prager Ring";"100"
46554;16614;"2970";"Horsholm";"Agern Alle";"3"
46556;16616;"69117";"Heidelberg";"Neue Schloßstr.";"38"
46557;16617;"51371";"Leverkusen";"Langenfelder Str.";"150"
46559;16619;"49219";"Glandorf";"Füchtenweg";"3"
46561;16621;"83471";"Berchtesgaden";"Gartenau";"11"
46563;16623;"27383";"Scheeßel";"Rudolf-Diesel-Str.";"6"
46564;16624;"72336";"Balingen";"Beethovenstr.";"7/2"
46566;16626;"33161";"Hövelhof";"Schierbusch";"3"
46567;16627;"61239";"Ober-Moerlen";"Dieselstrasse";"7"
46568;16628;"90439";"Nürnberg";"Rothenburger Str.";"243"
46569;16629;"8750";"Judenburg";"Grünhüblgasse";"23"
46570;16630;"52249";"Eschweiler";"Juelicher-Str.";"115"
46571;16631;"66119";"Saarbrücken";"Saargemünder Str.";"13"
46572;16632;"40215";"Duesseldorf";"Koenigsallee";"63-65"
46573;16633;"41845";"Wassenberg";"Kirchstr.";"25"
46574;16634;"51588";"Nümbrecht";"Homburger Str.";"1"
46575;16635;"01833";"Dürrröhrsdorf-Dittersbach";"Alte Hauptstraße";"60"
46577;16637;"70771";"Leinfelden-Echterdingen";"Benzstr.";"9"
46578;16638;"55128";"Mainz";"Hans-Böckler-Str.";"109"
46579;16639;"06803";"Bitterfeld-Wolfen";"Keslastr.";"1"
46580;16640;"26441";"Jever";"Am Lükenshof";"15"
46581;16641;"24937";"Flensburg";"Harniskai";"1"
46582;16642;"94315";"Straubing";"Regensburger Str.";"14"
46583;16643;"50996";"Köln";"Wankelstraße";"60"
46584;16644;"96049";"Bamberg";"Oberer Stephansberg";"49G"
46585;16645;"88046";"Friedrichshafen";"Anton-Sommer-Str.";"5"
46586;16646;"30974";"Wennigsen";"Am Weingarten";"4"
46587;16647;"25924";"Emmelsbüll-Horsbüll";"Wrewelsbüller Weg";"1"
46588;16648;"55130";"Mainz";"Wilhelm-Theodor-Römheld-Straße";"30"
46589;16649;"55218";"Ingelheim";"Binger Str.";"173"
46590;16650;"51491";"Overath";"Burghof";"14"
46592;16652;"45966";"Gladbeck";"Am Wiesenbusch";"1"
46593;16653;"63762";"Großostheim";"Alte Häge";"1"
46594;16654;"53567";"Asbach";"Altenkirchener Str.";"27"
46595;16655;"";"";"";""
46596;16656;"68519";"Viernheim";"Franconvillestr.";"45"
46597;16657;"67098";"Bad Dürkheim";"Bruchstr.";"48"
46598;16658;"51588";"Nümbrecht";"Sarstedtstr.";"1"
46599;16659;"51368";"Leverkusen";"Kaiser-Wilhelm-Allee Gebäude K 56";""
46600;16660;"63776";"Mömbris";"Frankenstrasse";"16"
46601;16661;"49504";"Lotte";"Hansaring";"6"
46602;16662;"68723";"Schwetzingen";"Kolpingstr.";"15"
46603;16663;"56630";"Kretz";"In Der Hohl";"8"
46604;16664;"71111";"Waldenbuch";"Im Meißel";"15-17"
46605;16665;"91257";"Pegnitz";"Norisstraße";"2"
46606;16666;"20253";"Hamburg";"Quickbornstr.";"24"
46607;16667;"8813";"St.Lambrecht";"Hauptstr.";"1"
46608;16668;"09669";"Frankenberg";"Lerchenstr.";"32"
46609;16669;"86415";"Mering";"Schillerstrasse";"5"
46610;16670;"10785";"Berlin";"Schellingstr.";"1"
46611;16671;"46395";"Bocholt";"Franzstr.";"95"
46612;16672;"65343";"Eltville";"Rohrbergstr.";"19-21"
46613;16673;"40599";"Düsseldorf";"Henkelstr.";"207"
46615;16675;"63067";"Offenbach";"Luisenstr.";"42-52"
46616;16676;"63820";"Elsenfeld";"Kreuzfeldring";"17"
46617;16677;"84359";"Simbach A. Inn";"Industriestr.";"17-19"
46618;16678;"73547";"Lorch";"Klosterstr.";"21"
46620;16680;"27318";"Hoya";"Hasseler Steinweg";"9"
46621;16681;"65760";"Eschborn";"Ludwig-Erhard-Str.";"6"
46622;16682;"73553";"Alfdorf";"Oberer Howeg";"17"
46623;16683;"68519";"Viernheim";"Werner-Heisenberg-Str.";"18"
46625;16685;"06905";"Bad Schmiedeberg";"Lindenstr.";"36"
46626;16686;"53332";"Bornheim";"Vinkelgasse";"29"
46627;16687;"49214";"Bad Rothenfelde";"Georgstr.";"25"
46628;16688;"78224";"Singen";"Im Haselbusch";"16"
46630;16690;"90427";"Nürnberg";"Herderstraße";"5-9"
46631;16691;"58091";"Hagen";"Eilper Str.";"22A"
46632;16692;"07937";"Zeulenroda-Triebes";"Am Waldstadion";"5"
46633;16693;"82327";"Tutzing";"Midgardstr.";"7"
46634;16694;"85276";"Pfaffenhofen";"Raiffeisenstr";"2"
46636;16696;"26954";"Nordenham";"Friedrich-Ebert-Str.";"63"
46638;16698;"30916";"Isernhagen";"Bahnhofstr.";"13"
46640;16700;"27798";"Hude";"Nordenholzer Str.";"40"
46641;16701;"40213";"Düsseldorf";"Kasernenstr.";"21"
46642;16702;"66125";"Saarbrücken";"Luisenstr.";"17"
46644;16704;"96052";"Bamberg";"Laubanger";"23"
46647;16707;"83404";"Ainring";"Industriestr.";"8"
46648;16708;"8600";"Silkeborg";"Resendalvej";"3"
46650;16710;"22297";"Hamburg";"Bebelallee";"79"
46651;16711;"48157";"Münster";"Hessenweg";"10"
46652;16712;"79206";"Breisach / Niederrimsingen";"Schwalbenweg";"3"
46654;16714;"";"";"";""
46655;16715;"65604";"Elz";"An Der Kleinen Seite";"8"
46656;16716;"82549";"Königsdorf";"Dorfstraße";"32"
46660;16720;"21502";"Geesthacht";"Nobelplatz";"5"
46661;16721;"85521";"Ottobrunn";"Spitzweg Str.";"10"
46662;16722;"5020";"Salzburg";"Franz-Sauer-Str.";"46-50"
46663;16723;"93138";"Lappersdorf";"Michael-Bauer-Str.";"20"
46664;16724;"82284";"Grafrath";"Brunnleitenstr.";"3"
46665;16725;"55294";"Bodenheim";"Am Kümmerling";"21-25"
46666;16726;"22926";"Ahrensburg";"Fritz-Reuter-Str.";"2"
46667;16727;"42699";"Solingen";"Ober Der Mühle";"30"
46670;16730;"60433";"Frankfurt";"Körberstr.";"12"
46671;16731;"48155";"Münster";"Eulerstr.";"9"
46672;16732;"84028";"Landshut";"Altstadt";"105"
46674;16734;"12247";"Berlin";"Kaiser-Wilhelm-Str.";"133"
46675;16735;"69126";"Heidelberg";"Englerstraße";"20"
46676;16736;"";"4654 Wimsbach-Neydharting";"Moorhof";""
46677;16737;"22926";"Ahrensburg";"Fritz-Reuter-Str.";"2"
46678;16738;"91074";"Herzogenaurach";"Röntgenstr.";"24"
46679;16739;"76532";"Baden-Baden";"Kiefernstr.";"11"
46681;16741;"22761";"Hamburg";"Paul-Dessau-Str.";"5"
46682;16742;"64625";"Bensheim";"Darmstädter Str.";"104"
46683;16743;"33758";"Schloß Holte-Stukenbrock";"Konrad-Zuse-Str.";"15"
46684;16744;"56584";"Anhausen";"Scheidstr.";"16"
46686;16746;"80999";"München";"Elly-Staegmeyr-Straße";"10"
46688;16748;"30880";"Laatzen";"Lübecker Str.";"1"
46689;16749;"31860";"Emmerthal";"An Der Mühle";"3"
46690;16750;"73087";"Bad Boll / Eckwaelden";"Bosslerweg";"2"
46691;16751;"29556";"Suderburg";"Ortheide";"63"
46692;16752;"58802";"Balve";"Auf Dem Steinocken";"5"
46693;16753;"60385";"Frankfurt/Main";"Würzburger Str.";"10"
46694;16754;"";"9130 Pubersdorf";"Gewerbesiedlung";"3"
46695;16755;"1003";"Lausanne";"Place Chauderon";"18"
46696;16756;"15370";"Fredersdorf";"Altlandsberger Chaussee";"20"
46699;16759;"99848";"Wutha-Farnroda";"Kahlenberger Str.";"1"
46700;16760;"83404";"Ainring";"Bruch";"17"
46701;16761;"86399";"Bobingen";"Klimmacher Str.";"5a"
46702;16762;"71254";"Ditzingen";"Gerlinger Str.";"36-38"
46703;16763;"66280";"Sulzbach";"Quierschieder Weg";"38"
46704;16764;"72766";"Reutlingen";"Erlachweg";"15"
46707;16768;"22337";"Hamburg";"Borstels Ende";"63"
46710;16771;"40883";"Ratingen";"Preussenstr.";"56"
46712;16773;"96242";"Sonnefeld";"Marktplatz";"14"
46713;16774;"36124";"Eichenzell";"Bürgermeister-Ebert-Str.";"2"
46716;16777;"48161";"Münster";"Havixbecker Str.";"62"
46718;16779;"73779";"Deizisau";"Plochinger Str.";"30"
46719;16780;"71283";"Weissach";"Hauptstr.";"10"
46720;16781;"50354";"Hürth";"Kalscheurener Str.";"2a"
46722;16783;"54343";"Föhren";"Jean-Mennet-Str.";""
46723;16784;"87781";"Ungerhausen";"Gutenbergstr.";"8"
46724;16785;"69429";"Waldbrunn";"Simmesstraße";"17"
46725;16786;"70825";"Korntal-Münchingen";"Kornwestheimer Str.";"46"
46726;16787;"98646";"Adelhausen";"Frohnberg";"1"
46727;16788;"56424";"Staudt";"Industriegebiet Feincheswiese";""
46729;16790;"80809";"München";"Nadistraße";"24"
46732;16793;"99334";"Ichtershausen";"Am Sülzenbrückener Weg";"3"
46733;16794;"09661";"Hainichen";"Ziegelstr.";"29"
46734;16795;"42659";"Solingen";"Schuetzenstr.";"110"
46735;16796;"82418";"Murnau";"Breite";"2"
46736;16797;"71272";"Renningen";"Dornierstr.";"4"
46737;16798;"02708";"Schönbach";"Beiersdorfer Str.";"1"
46738;16799;"82131";"Buchendorf";"Stockdorfer Weg";"16"
46739;16800;"96450";"Coburg";"Alexandrinenstr.";"1"
46740;16801;"37115";"Duderstadt";"Max-Näder-Str.";"15"
46741;16802;"20539";"Hamburg";"Gustav-Kunst-Str.";"2-12"
46743;16804;"35578";"Wetzlar";"Steinbühlstr.";"13A"
46744;16805;"";"";"";""
46745;16806;"09337";"Hohenstein-Ernstthal";"Schillerstr.";"4"
46746;16807;"24976";"Handewitt";"Heideland";"22"
46747;16808;"41063";"Mönchengladbach";"Sachsenstr.";"13"
46748;16809;"29553";"Bienenbüttel";"Am Bleeken";"6"
46749;16810;"20539";"Hamburg";"Mühlenhagen";"85"
46751;16812;"67122";"Altrip";"Duererstr.";"17"
46752;16813;"36364";"Bad Salzschlirf";"Mutter-Teresa-Str.";"24"
46753;16814;"68305";"Mannheim";"Sandhoferestr.";"176"
46754;16815;"49549";"Ladbergen";"In Den Ruthen";"28-30"
46756;16817;"24535";"Neumünster";"Parkstr.";"26"
46757;16818;"83101";"Achenmühle";"Medi-Globe Str.";"1-5"
46758;16819;"98716";"Geschwenda";"Fahrenheitstrasse";"1"
46760;16821;"09116";"Chemnitz";"Clemens-Winkler-Str.";"6a"
46761;16822;"67655";"Kaiserslautern";"Marktstr.";"11"
46762;16823;"87757";"Kirchheim/Unterallgäu";"Riedweg";"12"
46764;16825;"50733";"Köln";"Kempener Str.";"38"
46765;16826;"66557";"Illingen-Uchtelfangen";"Zeppelinstr.";"21A"
46767;16828;"58454";"Witten";"Alfred-Herrhausen-Str.";"44"
46769;16830;"68305";"Mannheim";"Sandhoferstr.";"176"
46770;16831;"47166";"Duisburg";"Beecker Str.";"280"
46772;16833;"49377";"Vechta";"Messerschmittstr.";"8"
46773;16834;"42277";"Wuppertal";"Grafenstr.";"3"
46775;16836;"86511";"Schmiechen";"Ringstr.";"18"
46776;16837;"31832";"Springe";"Zum Ebersberg";"49B"
46777;16838;"66115";"Saarbrücken";"Stromstrasse";"6-8"
46778;16839;"74613";"Öhringen";"Münzstr.";"17"
46779;16840;"94249";"Bodenmais";"Miesleuthenweg";"33-45"
46780;16841;"81675";"München";"Grillparzerstr.";"12"
46781;16842;"66557";"Illingen";"Zeppelinstr.";"25"
46782;16843;"26188";"Edewecht";"Am Ortsrand";"7"
46783;16844;"42699";"Solingen";"Löhndorfer Str.";"319"
46785;16846;"87480";"Weitnau";"Engelhirsch";"20"
46787;16848;"48163";"Münster";"Buldernweg";"57"
46788;16849;"59269";"Beckum";"Daimlerring";"51"
46790;16851;"08258";"Markneukirchen";"Gewerbepark";"18"
46791;16852;"98744";"Cursdorf";"Ortsstraße";"44"
46792;16853;"50968";"Köln";"Bonner Str.";"180"
46793;16854;"50667";"Köln";"Obenmarspforten";"21"
46794;16855;"61352";"Bad Homburg";"Nehringstr.";"15"
46795;16856;"22949";"Ammersbek";"Beekloh";"3"
46796;16857;"80331";"München";"Blumenstr.";"1"
46797;16858;"36037";"Fulda";"Karlstr.";"4"
46798;16859;"47495";"Rheinberg";"Nordring";"11"
46799;16860;"79331";"Teningen / Nimburg";"Waidplatzstr.";"22"
46800;16861;"51143";"Köln";"Schillerstr.";"32"
46802;16863;"67592";"Flörsheim-Dalsheim";"Willy-Brandt-Ring";"12"
46803;16864;"01689";"Weinböhla";"Poststr.";"58"
46805;16866;"64625";"Bensheim";"Lilienthalstr.";"2-4"
46806;16867;"48356";"Nordwalde";"Westring";"24"
46807;16868;"70771";"Leinfelden-Echterdingen";"Max-Lang-Str.";"64"
46808;16869;"67278";"Bockenheim";"Haldenweg";"5a"
46811;16872;"36381";"Schlüchtern";"Obertorstr.";"38"
46812;16873;"82152";"Planegg";"Semmelweisstr.";"4"
46813;16874;"71679";"Asperg";"Eberhardstraße";"56"
46814;16875;"69123";"Heidelberg";"Am Taubenfeld";"25"
46815;16876;"83410";"Laufen";"Mayerhofen";"2"
46816;16877;"81545";"München";"Autharistr.";"38"
46817;16878;"67246";"Dirmstein";"Apoth.-H.Hummel Str.";"1-3"
46818;16879;"66500";"Prades Pyrenees-Orientales";"133 Avenue Du General De Gaulle";""
46820;16881;"71065";"Sindelfingen";"Blumenmahdenstr.";"32/1"
46822;16883;"40213";"Düsseldorf";"Kasernenstr.";"23"
46823;16884;"20257";"Hamburg";"Rellinger Str.";"64a"
46825;16886;"88662";"Überlingen/Bodensee";"Im Guggenbühl";"30"
46826;16887;"67591";"Hohen-Sülzen";"Bahnhofstr.";"33"
46827;16888;"50259";"Pulheim";"Am Zehnthof";"3"
46828;16889;"65520";"Bad Camberg";"Otto-Hahn-Str.";"24"
46829;16890;"49080";"Osnabrück";"Mercatorstr.";"3"
46830;16891;"86152";"Augsburg";"Hoher Weg";"11"
46831;16892;"59379";"Selm-Bork";"Bahnhofstr.";"68"
46832;16893;"99518";"Bad Sulza";"Rudolf Gröschner Str.";"11"
46834;16895;"35683";"Dillenburg";"Hindenburgstr.";"12"
46835;16896;"22547";"Hamburg";"Elbgaustr.";"248"
46836;16897;"91315";"Höchstadt / Aisch";"Am Aischpark";"11"
46837;16898;"99310";"Arnstadt";"August-Rost-Straße";"4"
46838;16899;"73447";"Oberkochen";"Röchlingstraße";"16"
46839;16900;"12099";"Berlin";"Schaffhausener Str.";"26-34"
46840;16901;"83435";"Bad Reichenhall";"Alte Saline";"15"
46842;16903;"74931";"Lobbach";"Neurott";"7"
46844;16905;"93413";"Cham";"Rachelstr.";"15-17"
46846;16907;"97877";"Wertheim";"Zum Ottersberg";"9"
46847;16908;"76646";"Bruchsal";"Dittmannswiesen";"3"
46848;16909;"82131";"Gauting";"Reismühlerweg";"2a"
46851;16912;"42781";"Haan";"Kölner Str.";"23A"
46852;16913;"96049";"Bamberg";"Abtsberg";"19"
46854;16915;"14715";"Schollene";"Am Seeberg";"2"
46855;16916;"83024";"Rosenheim";"Rossfeldstr.";"4"
46857;16918;"74936";"Siegelsbach";"Bahnhofstr.";"14"
46858;16919;"52249";"Eschweiler";"Königsbenden";"32-34"
46859;16920;"82041";"Oberhaching";"Keltenring";"8"
46860;16921;"42369";"Wuppertal";"Heidt";"19"
46861;16922;"69151";"Neckargemünd";"Hauptstr.";"58"
46862;16923;"21129";"Hamburg";"Finkenwerder Süderdeich";"21"
46863;16924;"47803";"Krefeld";"Grüner Dyk";"36-52"
46864;16925;"67304";"Eisenberg";"Röntgenstr.";"11"
46865;16926;"24649";"Wiemersdorf";"Kieler Str.";"55"
46866;16927;"74861";"Neudenau";"Hauptstr.";"9"
46867;16928;"77694";"Kehl - Kork";"Gottlieb-Fecht-Str.";"36"
46869;16930;"85586";"Poing";"Bahnhofstraße";"2"
46870;16931;"41540";"Dormagen";"Rostocker Str.";"14"
46871;16932;"65232";"Taunusstein";"Platter Str.";"84"
46872;16933;"22081";"Hamburg";"Dehnhaide";"2-4"
46873;16934;"64546";"Mörfelden-Walldorf";"Nordendstraße";"76"
46875;16936;"59969";"Hallenberg";"Kreuzberg";"4"
46876;16937;"46359";"Heiden";"Am Elschatt";"12"
46878;16939;"60433";"Frankfurt";"Dehnhardtstr.";"25"
46879;16940;"85586";"Poing";"Bahnhofstraße";"2"
46880;16941;"76356";"Weingarten/Baden";"Bahnhofstr.";"125"
46881;16942;"51570";"Windeck";"Maueler Feld";"1"
46883;16944;"72108";"Rottenburg";"Siebenlindenstr.";"71"
46884;16945;"55116";"Mainz";"Rheinstr.";"4N"
46887;16948;"21509";"Glinde";"Im Grund";"1"
46888;16949;"71332";"Waiblingen";"Max-Eyth-Str.";"39"
46889;16950;"41564";"Kaarst";"Bachstr.";"20"
46890;16951;"47269";"Duisburg";"Ackerstrasse";"1"
46891;16952;"78355";"Hohenfels";"Bruck";"13"
46892;16953;"80939";"München";"Alois-Wolfmüller-Str.";"8"
46893;16954;"63691";"Ranstadt";"Bahnhofstr.";"25"
46894;16955;"35633";"Lahnau";"Am Roemerlager";"3"
46896;16957;"";"8750 Judenburg";"Grünhüblgasse";"25"
46897;16958;"88339";"Bad Waldsee";"Stahlstr.";"5"
46898;16959;"96152";"Burghaslach";"Würzburger Str.";"15"
46899;16960;"75378";"Bad Liebenzell";"Luisenstraße";"8"
46900;16961;"55232";"Alzey";"Otto-Lilienthal-Str.";"2a"
46901;16962;"48155";"Münster";"Hafengrenzweg";"3"
46905;16966;"85276";"Pfaffenhofen";"Hauptplatz";"25"
46907;16968;"38122";"Braunschweig";"Marienberger Str.";"1"
46908;16969;"4493 AS";"Kamperland";"Veerweg";"16"
46909;16970;"65824";"Schwalbach";"Am Kronberger Hang";"3"
46910;16971;"23560";"Lübeck";"Revalstr.";"1"
46911;16972;"66292";"Riegelsberg";"Saarbrückenstrasse";"208a"
46912;16973;"24768";"Rendsburg";"Sandhof";"8-10"
46913;16974;"54292";"Trier";"Nordallee";"1"
46914;16975;"48163";"Münster";"Heroldstraße";"14e"
46917;16978;"40211";"Düsseldorf";"Am Wehrhahn";"39"
46919;16980;"82152";"Martinsried";"Frauenhoferstr.";"9A"
46920;16981;"26789";"Leer";"Am Emsdeich";"49"
46921;16982;"20539";"Hamburg";"Georgswerder Damm";"16"
46924;16985;"44534";"Lünen";"Ernst-Becker-Str.";"53"
46926;16987;"31812";"Bad Pyrmont";"Dieselstr.";"3-7"
46927;16988;"71332";"Waiblingen";"Bahnhofstraße";"35"
46929;16990;"99867";"Gotha";"Hans-C.-Wirz-Str.";"2"
46930;16991;"91183";"Abenberg";"Dieselstraße";"6"
46931;16992;"65779";"Kelkheim";"Siemensstr";"7"
46933;16994;"66589";"Merchweiler";"Auf Pfuhlst";""
46934;16995;"64625";"Bensheim";"Weiherweg";"20-22"
46935;16996;"99084";"Erfurt";"Heilige Grabesmühlgasse";"1"
46936;16997;"36396";"Steinau An Der Straße";"Karl-Winnacker-Str.";"10"
46937;16998;"40764";"Langenfeld";"Elisabeth-Selbert-Str.";"5"
46938;16999;"60431";"Frankfurt";"Woogstr.";"1"
46939;17000;"89331";"Burgau";"Ostpreussenstraße";"12"
46941;17002;"45239";"Essen";"Im Löwental";"79"
46942;17003;"56727";"Mayen";"Robert-Bosch-Str./Industriegeb. Ost";"1"
46943;17004;"63128";"Dietzenbach";"Messenhäuser Str.";"8a"
46946;17007;"96450";"Coburg";"Pfaffengrund";"2"
46947;17008;"64367";"Mühltal";"Röderstr.";"21"
46948;17009;"44805";"Bochum";"Josef-Baumann-Str.";"37b"
46949;17010;"64747";"Breuberg";"Bahnhofstr.";"31"
46950;17011;"52222";"Stolberg";"Duffenterstr.";"48c"
46952;17013;"95197";"Schauenstein";"Hofer Str.";"41-43"
46953;17014;"29643";"Neuenkirchen";"Robert-Koch-Straße";"1-7"
46954;17015;"21465";"Reinbek";"Gergenbusch";"3F"
46955;17016;"22297";"Hamburg";"Alsterdorfer Str.";"368"
46956;17017;"71634";"Ludwigsburg";"Teinacher Str.";"49"
46959;17020;"78467";"Konstanz";"Lohnerhofstr.";"2"
46960;17021;"56736";"Kottenheim";"Im Hengst";"7"
46961;17022;"";"1211 Pp Hilversum";"Kerklaan";"2"
46963;17024;"80801";"München";"Nordendstr. / Rgb.";"45"
46964;17025;"23569";"Lübeck";"Kücknitzer Hauptstr.";"53"
46965;17026;"85399";"Hallbergmoos";"Lilienthalstr.";"29"
46966;17027;"99869";"Friemar";"Windmühlenstr.";"11"
46967;17028;"63454";"Hanau Am Main";"Kronprinzenstr.";"1"
46968;17029;"52224";"Stolberg";"Eifelstraße";"96"
46969;17030;"85567";"Grafing";"Lederergasse";"6"
46971;17032;"92369";"Reichertshofen";"Lohweg";"17"
46972;17033;"52224";"Stolberg";"Eifelstraße";"96"
46973;17034;"82152";"Planegg/Martinsried";"Fraunhoferstr.";"18a"
46974;17035;"89257";"Illertissen";"Färberstr.";"30"
46975;17036;"53797";"Lohmar";"Wolkenburgstr.";"17"
46976;17037;"30966";"Hemmingen";"Saarstr.";"34"
46977;17038;"75172";"Pforzheim";"Durlacher Str.";"32"
46978;17039;"65232";"Taunusstein";"In Den Faltern";"13"
46979;17040;"09618";"Brand-Erbisdorf";"Industriegebiet Nord / Erzstr.";"36"
46981;17042;"21465";"Reinbek";"Dieselstr.";"6"
46982;17043;"72178";"Waldachtal";"Talstr.";"3"
46983;17044;"40474";"Düsseldorf";"Georg-Glock-Str.";"18"
46984;17045;"97877";"Wertheim";"Geiselbrunnweg";"15A"
46986;17047;"1010";"Wien";"Stubenbastei";"1"
46987;17048;"94239";"Zachenberg";"Birkenweg";"9"
46988;17049;"40595";"Düsseldorf";"Eichsfelder Str.";"2"
46989;17050;"71634";"Ludwigsburg";"Monreposstr.";"57"
46990;17052;"81373";"München";"Schmuzerstrasse";"1"
46993;17055;"57339";"Erndtebrück";"Industriestraße";"1-7"
46994;17056;"90592";"Schwarzenbruck";"Robert-Bosch-Str.";"15"
46995;17057;"35510";"Butzbach-Ebersgöns";"Zum Weissen Stein";"32-36"
46996;17058;"42929";"Wermelskirchen";"Neuenhaus";"27"
46997;17059;"49401";"Damme";"Werner-Von-Siemens-Str.";"2"
46999;17061;"27793";"Wildeshausen";"Düngstruper Str.";"10"
47000;17062;"83737";"Irschenberg";"Bernrain";"2a"
47002;17064;"20457";"Hamburg";"Am Sandtorkai";"64"
47003;17065;"87733";"Markt Rettenbach";"Fuggerring";"22"
47004;17066;"27798";"Hude";"Hohelucht";"10"
47005;17067;"76571";"Gaggenau";"Schumannstr.";"3"
47008;17070;"46342";"Velen";"Borkener Str.";"50"
47009;17071;"06112";"Halle/Saale";"Reideburger Str.";"27"
47011;17073;"25335";"Elmshorn";"Eichhörnchenweg";"5"
47012;17074;"22941";"Bargteheide";"Eichenweg";"23"
47013;17075;"91054";"Erlangen";"Friedrichstrasse";"49"
47014;17076;"45472";"Mülheim An Der Ruhr";"Hingbergstr.";"333"
47015;17077;"61231";"Bad Nauheim";"Lessingstrasse";"13"
47016;17078;"85560";"Ebersberg";"Oberlaufing";"5"
47017;17079;"81547";"München";"Mangfallstr.";"10"
47018;17080;"6393";"St. Ulrich";"Roßau";"9"
47019;17081;"58540";"Meinerzhagen";"Lortzingstr.";"14"
47022;17084;"82049";"Pullach";"Habenschadenstr.";"38A"
47024;17086;"72213";"Altensteig";"Albblickweg";"14"
47025;17087;"83670";"Bad Heilbrunn";"Ramsau";"23"
47028;17090;"74214";"Schöntal-Berlichingen";"Im Flürlein";"14"
47029;17091;"61239";"Ober-Mörlen";"Am Fuchsacker";"5"
47030;17092;"78532";"Tuttlingen";"Dr. Karl-Storz-Str.";"14"
47031;17093;"22089";"Hamburg";"Hammer Steindamm";"9-25"
47033;17095;"76646";"Bruchsal";"Michaelsbergstr.";"34"
47035;17097;"45134";"Essen";"Oberstr.";"73A"
47036;17098;"10711";"Berlin";"Kurfürstendamm";"119"
47037;17099;"35713";"Eschenburg";"Im Heerfeld";"7"
47040;17102;"81667";"München";"Orleansplatz";"10"
47041;17103;"88348";"Bad Saulgau";"Rosengartenweg";"5"
47044;17106;"81825";"München";"Ruhpoldinger Str.";"5"
47045;17107;"73760";"Ostfildern";"Brunnwiesenstraße";"21"
47046;17108;"76437";"Rastatt";"Am Murgdamm";"5-7"
47047;17109;"86150";"Augsburg";"Pfladergasse";"7-13"
47049;17111;"72250";"Freudenstadt";"Marktplatz";"55"
47052;17114;"66839";"Schmelz-Huettendorf";"Huettenstr.";"23"
47053;17115;"18147";"Rostock";"Carl-Von-Ossietzky-Str.";"9"
47054;17116;"65201";"Wiesbaden";"Zehntenhofstr.";"14-16"
47056;17118;"56068";"Koblenz";"Josef-Görres-Platz";"2"
47058;17120;"33611";"Bielefeld";"Sudbrackstr.";"3"
47061;17123;"25462";"Rellingen";"Industriestr.";"8b"
47062;17124;"77866";"Rheinau";"Robert-Bosch-Str.";"7"
47064;17126;"73312";"Geislingen";"Tälesbahnstr.";"2"
47065;17127;"69115";"Heidelberg";"Rohrbacher Str.";"60"
47066;17128;"25724";"Schmedeswurth";"Westerdeich";"5"
47070;17132;"48159";"Münster";"An der Germania Brauerei";"1"
47071;17133;"08459";"Neukirchen";"Hauptstr.";"152"
47073;17135;"77656";"Offenburg";"Carl-Zeiss-Str.";"16"
47074;17136;"01159";"Dresden";"Kesseldorfer Str.";"116"
47077;17139;"51674";"Wiehl";"In Den Wiesen";"5"
47078;17140;"82362";"Weilheim";"Holzhofstr.";"26"
47081;17143;"76879";"Bornheim";"Trifelsblick";"5"
47084;17146;"22145";"Hamburg";"Stolper Str.";"4A"
47085;17147;"23560";"Lübeck";"Hinter Den Kirschkaten";"49"
47090;17152;"81247";"München";"An Der Würm";"28"
47091;17153;"99826";"Mihla Ot Buchenau";"Hauptstr.";"4"
47094;17156;"90765";"Fürth";"Erlanger Str.";"73"
47098;17160;"44795";"Bochum";"Rombacher Hütte";"10"
47099;17161;"90763";"Fürth";"Amalienstr.";"70"
47100;17162;"99510";"Wiegendorf";"Hinter Den Safrangaerten";"30"
47101;17163;"77694";"Kehl";"Auenheimer Mühle";""
47102;17164;"84144";"Geisenhausen";"Dieselstraße";"1"
47103;17165;"24937";"Flensburg";"Marienallee";"74"
47105;17167;"99510";"Apolda";"Utenbacher Str.";"72-74"
47106;17168;"34212";"Melsungen";"Ernstbergstr.";"11"
47108;17170;"21258";"Heidenau";"Everstorfer Str.";"11"
47109;17171;"99084";"Erfurt";"Bonifaciusstrasse";"2"
47110;17172;"9400";"Rorschach";"Kirchstrasse";"54"
47112;17174;"50374";"Erftstadt";"Römerstr.";"14"
47113;17175;"10997";"Berlin";"Köpenicker Str.";"154"
47114;17176;"28217";"Bremen";"Tilsiter Str.";"3-5"
47115;17177;"83404";"Ainring/Mitterfelden";"Industriestr.";"41/2"
47116;17178;"73117";"Wangen";"Robert Bosch Straße";"15"
47117;17179;"89512";"Heidenheim";"Paul-Harmann-Str.";"12-14"
47118;17180;"82319";"Starnberg";"Wilhelmshöhenstr.";"16"
